year,<1300cc,1300cc - 1900cc,>1900cc
2011,0.0,17607.56829268293,17555.0
2010,0.0,17603.901926444832,17555.0
2009,0.0,17596.50956937799,18177.0
2008,0.0,17620.640681003584,17702.0
2007,0.0,16466.87052341598,18426.972222222223
2006,0.0,16218.237113402061,18450.553505535056
2005,0.0,17441.18263473054,16564.0
2004,0.0,16790.0,0.0
2003,0.0,14547.931034482759,23748.0
2002,0.0,9863.095238095239,23748.0
2001,11775.0,14355.0,17707.0
2000,11775.0,14355.0,0.0
1999,0.0,14355.0,0.0
1998,0.0,14355.0,0.0
1997,0.0,0.0,0.0
1996,0.0,0.0,0.0
1995,0.0,0.0,0.0
