year,<1300cc,1300cc - 1900cc,>1900cc
2012,0.0,17820.072727272727,17737.57894736842
2011,0.0,17803.360655737706,17747.0
2010,0.0,17774.745222929938,17747.0
2009,0.0,17006.845652173914,17558.0
2008,0.0,16817.261945392493,19053.0
2007,0.0,17099.767605633802,19343.787234042553
2006,0.0,15422.287531806616,18496.53667953668
2005,0.0,15542.427299703264,15397.0
2004,0.0,13670.568181818182,0.0
2003,0.0,11567.666666666666,17946.0
2002,0.0,17006.3125,17946.0
2001,11090.0,14030.0,19341.0
2000,11090.0,14030.0,0.0
1999,0.0,14030.0,0.0
1998,0.0,14030.0,0.0
1997,0.0,18072.196721311477,15065.0
1996,0.0,18477.48888888889,15053.263157894737
