year,<1300cc,1300cc - 1900cc,>1900cc
2017,14795.0,14806.213301849666,14786.549359457424
2016,0.0,14736.63791793313,14688.789038262668
2015,0.0,14975.881548974943,15160.543897216274
2014,0.0,15293.667444574095,15432.494444444445
2013,0.0,15739.41906005222,19185.097402597403
2012,0.0,15649.742222222223,19321.884615384617
2011,0.0,14620.367816091954,16725.0
2010,0.0,15655.744111349037,18506.0
2009,0.0,15405.269776876268,16236.0
2008,0.0,14989.719512195123,16424.0
2007,14674.0,14947.79197080292,15173.164609053498
2006,0.0,14963.52688172043,18276.0
2005,0.0,13898.0,13394.0
2004,0.0,14949.0,0.0
2003,0.0,18344.0,0.0
2002,11821.0,0.0,0.0
2001,0.0,0.0,0.0
