year,<1300cc,1300cc - 1900cc,>1900cc
2009,0.0,18340.84674329502,18290.0
2008,0.0,18191.0110619469,18221.0
2007,0.0,18215.10668789809,18210.136363636364
2006,0.0,18097.971867007673,18222.936842105264
2005,0.0,18973.08306709265,17901.0
2004,0.0,17414.034351145037,0.0
2003,0.0,15828.931034482759,21928.0
2002,0.0,14851.083333333334,21928.0
2001,18173.0,18244.0,18388.0
2000,18173.0,18177.0,0.0
1999,0.0,18177.0,0.0
1998,0.0,18177.0,0.0
1997,0.0,0.0,0.0
1996,0.0,18177.0,0.0
1995,0.0,0.0,0.0
1994,0.0,0.0,0.0
1993,0.0,0.0,0.0
