year,<1300cc,1300cc - 1900cc,>1900cc
2013,0.0,15531.078125,15392.897590361446
2012,0.0,15966.378378378378,15935.0
2011,0.0,16113.956790123457,16188.0
2010,0.0,15835.263636363636,16004.0
2009,0.0,15455.53358925144,15306.0
2008,0.0,15012.50668896321,17019.0
2007,0.0,15098.100274725275,17140.306532663315
2006,0.0,16529.888337468983,17015.319327731093
2005,0.0,15235.898843930636,14233.0
2004,0.0,15714.25,0.0
2003,0.0,14788.818181818182,14106.0
2002,0.0,14426.57142857143,14106.0
2001,13334.0,14207.0,0.0
2000,15919.0,12595.0,0.0
1999,0.0,12595.0,0.0
1998,0.0,12595.0,0.0
1997,0.0,0.0,0.0
