year,<1300cc,1300cc - 1900cc,>1900cc
2015,0.0,15543.172149122807,15563.0
2014,0.0,15546.792523364486,15414.7
2013,0.0,16398.72027972028,15478.52380952381
2012,0.0,15780.689248895435,16737.30701754386
2011,0.0,13783.371941272431,18233.0
2010,0.0,15472.127173913044,20064.0
2009,0.0,16266.751138088011,19390.0
2008,0.0,15983.110300081104,18345.0
2007,0.0,16057.069672131147,17701.981424148606
2006,0.0,15861.058111380145,17403.0
2005,0.0,15306.04347826087,17046.0
2004,0.0,15753.809128630706,0.0
2003,0.0,13121.5,15349.0
2002,0.0,19373.428571428572,15349.0
2001,23965.0,15188.0,0.0
2000,15349.0,15188.0,0.0
1999,0.0,15188.0,0.0
