year,<1300cc,1300cc - 1900cc,>1900cc
2014,0.0,15081.260536398468,15088.133949191686
2013,0.0,14930.843828715366,14909.944751381216
2012,0.0,15018.043902439025,15080.245454545455
2011,0.0,15075.227027027027,15492.0
2010,0.0,14279.561824729892,19102.0
2009,0.0,15140.8,17753.0
2008,0.0,15501.419093851133,17175.0
2007,0.0,16087.4268125855,17658.60477453581
2006,0.0,15451.604010025063,16625.60648148148
2005,0.0,14544.261904761905,13393.0
2004,0.0,16062.218623481782,0.0
2003,0.0,11548.0,14588.0
2002,0.0,16620.18181818182,14588.0
2001,14914.0,15549.0,0.0
2000,8729.0,11714.0,0.0
1999,0.0,11714.0,0.0
1998,0.0,11714.0,0.0
