0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
16,261,7567,4,25026,4696,19594,3687,8719,67,3507,1289,2296,916,679
15,38,1577,38,4082,2603,10032,1881,5206,39,2372,167,1442,435,272
14,26,2181,571,5551,3631,13340,2196,7497,17,5043,42,1350,518,398
13,41,2472,754,6821,4316,18204,2917,12773,29,9585,23,1486,968,564
12,57,3323,701,6439,5231,25812,4602,18942,135,11105,51,1757,1046,793
11,39,4781,822,6056,7501,30126,4364,23067,206,10268,79,2251,1138,1136
10,56,3976,628,5514,9021,35502,4243,26790,56,10438,70,2013,1030,1302
9,44,2895,428,4113,6368,25434,2965,18864,39,7260,52,1512,744,964
8,32,1923,264,2680,4027,16190,1873,11942,24,4347,34,1020,479,643
7,28,1746,229,2293,3488,14202,1632,10361,22,3613,30,964,423,577
6,60,3607,458,4606,7100,28826,3332,20870,45,7017,63,2077,871,1206
5,54,3223,386,3884,6068,24512,2845,17764,37,5635,53,2034,752,1069
4,86,4625,573,5854,9077,36685,4207,26336,57,8227,79,3226,1119,1628
3,103,6174,680,7025,10810,43434,4942,31263,67,8471,94,4365,1318,1901
2,87,5208,580,6148,9283,37204,4114,26516,57,7736,78,4403,1083,1635
1,75,4836,547,5930,8732,34994,3733,24699,51,6945,69,4420,955,1536
0,89,6084,684,7527,10902,44049,4596,31154,64,8889,85,6463,1194,1963
