0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
16,256,6876,200,5600,1663,4774,1251,3192,6,949,220,1813,546,478
15,102,1428,80,863,1022,3698,667,1667,2,485,115,1041,254,118
14,112,1959,108,2150,1657,6798,950,2732,1,821,196,1773,383,212
13,178,2464,898,3733,2843,9955,1861,3783,3,1358,256,2660,534,372
12,386,3960,2338,6413,5213,19148,1672,6202,3,2339,600,2946,778,447
11,766,9518,301,7969,10763,27644,1885,10868,12,3372,957,4153,1322,576
10,468,11736,140,3264,13749,31397,1826,16915,146,4986,1486,5928,2014,824
9,1290,18734,63,7382,17251,43251,999,18977,40,5754,2454,6871,1295,1042
8,1714,28172,2,12786,24305,58326,3067,23968,59,7828,4039,9053,1536,1554
7,582,17145,3,8737,12555,37324,6693,20076,151,8720,3450,9479,2074,1560
6,246,9912,85,11950,9696,37123,5645,20656,167,9414,839,9083,2019,1565
5,128,9363,977,11756,9101,34489,4875,19744,48,12685,145,6431,1670,1651
4,155,7286,1077,11723,8145,36175,5081,24571,61,15165,58,5347,2256,1686
3,160,8012,879,9791,7976,41136,6598,28732,222,11972,97,5441,1856,1718
2,84,8763,929,8495,9782,40501,5297,28980,274,9687,115,6490,1575,1924
1,93,5970,675,7320,10778,43197,4608,30489,63,8573,86,5456,1179,1896
0,55,3781,425,4678,6775,27374,2856,19361,40,5524,53,4016,742,1220
