0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
16,14721,14721,14986,14986,15938,15938,14972,14972,21831,21831,17406,17406,26708,26708
15,14721,14721,14986,14986,15938,15938,14972,14972,21831,21831,17406,17406,26708,26708
14,14721,14721,14986,14986,15938,15938,14972,14972,21831,21831,17406,17406,26708,26708
13,14721,14721,14986,14986,15938,15938,14972,14972,21831,21831,17406,17406,26708,26708
12,14721,14721,14986,14986,15938,15938,14972,14972,21831,21831,17406,17406,26708,26708
11,14721,14721,14986,14986,15938,15938,14972,14972,21831,21831,17406,17406,26708,26708
10,12158,12158,17534,17534,14456,14456,7615,7615,21831,21831,16889,16889,21968,21968
9,12158,12158,17534,17534,14456,14456,7615,7615,21831,21831,16889,16889,21968,21968
8,12158,12158,17534,17534,14456,14456,7615,7615,15107,15107,16889,16889,21968,21968
7,17534,17534,17534,17534,14456,14456,10104,10104,17534,17534,17804,17804,17777,17777
6,17534,17534,17534,17534,14456,14456,17407,17407,17534,17534,17804,17804,17777,17777
5,17534,17534,17541,17541,16986,16986,18691,18691,17534,17534,17804,17804,17139,17139
4,17534,17534,17541,17541,15856,15856,17021,17021,16557,16557,17804,17804,18275,18275
3,18841,18841,17541,17541,17386,17386,17424,17424,17405,17405,17675,17675,17570,17570
2,17517,17517,17541,17541,17557,17557,17486,17486,17532,17532,17534,17534,17520,17520
1,15457,15457,17537,17537,17471,17471,17526,17526,17525,17525,17552,17552,17533,17533
0,17713,17713,17705,17705,17728,17728,17644,17644,17755,17755,17824,17824,17753,17753
