0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
16,11775,11775,9689,9689,13487,13487,14355,14355,17538,17538,15718,15718,17707,17707
15,11775,11775,9689,9689,13487,13487,14355,14355,17538,17538,15718,15718,17707,17707
14,11775,11775,9689,9689,13487,13487,14355,14355,17538,17538,15718,15718,17707,17707
13,11775,11775,9689,9689,13487,13487,14355,14355,17538,17538,15718,15718,17707,17707
12,11775,11775,9689,9689,13487,13487,14355,14355,17538,17538,15718,15718,17707,17707
11,11775,11775,9689,9689,13487,13487,14355,14355,17538,17538,15718,15718,17707,17707
10,11775,11775,9689,9689,13487,13487,14355,14355,17538,17538,15718,15718,17707,17707
9,12187,12187,9689,9689,13487,13487,7633,7633,14557,14557,20760,20760,23748,23748
8,12187,12187,9689,9689,18345,18345,11004,11004,14557,14557,20760,20760,23748,23748
7,12187,12187,4732,4732,14490,14490,17140,17140,14557,14557,20760,20760,17820,17820
6,12187,12187,4732,4732,17793,17793,17400,17400,16066,16066,20760,20760,16564,16564
5,17615,17615,4732,4732,13732,13732,16512,16512,15922,15922,20760,20760,18442,18442
4,18905,18905,4732,4732,14798,14798,17128,17128,17486,17486,19441,19441,18398,18398
3,17453,17453,17598,17598,17722,17722,17539,17539,17699,17699,17805,17805,17702,17702
2,14661,14661,17611,17611,17385,17385,17792,17792,17639,17639,17614,17614,18177,18177
1,17596,17596,17613,17613,17589,17589,17673,17673,17612,17612,17615,17615,17555,17555
0,17596,17596,17613,17613,17589,17589,17673,17673,17612,17612,17615,17615,17555,17555
