0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
16,7673.86203,10427.37626,11202.45407,10579.00128,10721.2331,12694.4085,14831.14289,14064.68557,15300.9938,13951.15404,14434.43673,14256.59006,14567.20589,13165.03012
15,8332.097753,11321.79833,12163.35947,11486.42919,11640.86113,13783.28827,16103.3039,15271.10268,16613.4569,15147.83283,15672.56974,15479.46803,15816.72735,14294.27809
14,8498.739708,11548.23429,12406.62666,11716.15777,11873.67835,14058.95404,16425.36998,15576.52473,16945.72603,15450.78949,15986.02113,15789.05739,16133.0619,14580.16366
13,8668.714502,11779.19898,12654.75919,11950.48092,12111.15192,14340.13312,16753.87738,15888.05523,17284.64056,15759.80528,16305.74155,16104.83854,16455.72314,14871.76693
12,8842.088792,12014.78296,12907.85438,12189.49054,12353.37496,14626.93578,17088.95492,16205.81633,17630.33337,16075.00139,16631.85639,16426.93531,16784.8376,15169.20227
11,9018.930568,12255.07862,13166.01146,12433.28035,12600.44246,14919.4745,17430.73402,16529.93266,17982.94003,16396.50141,16964.49351,16755.47402,17120.53435,15472.58631
10,9199.309179,12500.18019,13429.33169,12681.94596,12852.45131,15217.86399,17779.3487,16860.53131,18342.59883,16724.43144,17303.78338,17090.5835,17462.94504,15782.03804
9,9383.295363,12750.18379,13697.91833,12935.58488,13109.50033,15522.22127,18134.93568,17197.74194,18709.45081,17058.92007,17649.85905,17432.39517,17812.20394,16097.6788
8,9570.96127,13005.18747,13971.87669,13194.29658,13371.69034,15832.66569,18497.63439,17541.69678,19083.63983,17400.09847,18002.85623,17781.04307,18168.44802,16419.63238
7,9762.380495,13265.29122,14251.31423,13458.18251,13639.12415,16149.31901,18867.58708,17892.53071,19465.31262,17748.10044,18362.91336,18136.66393,18531.81698,16748.02502
6,9957.628105,13530.59704,14536.34051,13727.34616,13911.90663,16472.30539,19244.93882,18250.38133,19854.61888,18103.06245,18730.17162,18499.39721,18902.45332,17082.98552
5,10156.78067,13801.20898,14827.06732,14001.89308,14190.14476,16801.75149,19629.8376,18615.38896,20251.71125,18465.1237,19104.77506,18869.38515,19280.50238,17424.64523
4,10359.91628,14077.23316,15123.60867,14281.93094,14473.94766,17137.78652,20022.43435,18987.69673,20656.74548,18834.42617,19486.87056,19246.77286,19666.11243,17773.13814
3,10567.11461,14358.77783,15426.08084,14567.56956,14763.42661,17480.54225,20422.88304,19367.45067,21069.88039,19211.1147,19876.60797,19631.70831,20059.43468,18128.6009
2,10778.4569,14645.95338,15734.60246,14858.92095,15058.69514,17830.1531,20831.3407,19754.79968,21491.278,19595.33699,20274.14013,20024.34248,20460.62337,18491.17292
1,10994.02604,14938.87245,16049.29451,15156.09937,15359.86904,18186.75616,21247.96751,20149.89568,21921.10356,19987.24373,20679.62293,20424.82933,20869.83584,18860.99638
0,11213.90656,15237.6499,16370.2804,15459.22136,15667.06643,18550.49128,21672.92686,20552.89359,22359.52563,20386.98861,21093.21539,20833.32592,21287.23256,19238.21631
