0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
16,11205,11205,13701,13701,16524,16524,15461,15461,17438,17438,19335,19335,19844,19844
15,11205,11205,13701,13701,16524,16524,15461,15461,17438,17438,19335,19335,19844,19844
14,11205,11205,13701,13701,16524,16524,15461,15461,17438,17438,19335,19335,19844,19844
13,11205,11205,13701,13701,16524,16524,15461,15461,17438,17438,19335,19335,19844,19844
12,11205,11205,13701,13701,16524,16524,15461,15461,17438,17438,19335,19335,19844,19844
11,11205,11205,13701,13701,16524,16524,15461,15461,17438,17438,19335,19335,19844,19844
10,11205,11205,13701,13701,16524,16524,15461,15461,17438,17438,19335,19335,19844,19844
9,11205,11205,13701,13701,16524,16524,15461,15461,17438,17438,19335,19335,19844,19844
8,11205,11205,13701,13701,17373,17373,18108,18108,17438,17438,19335,19335,19844,19844
7,16526,16526,13701,13701,17373,17373,19188,19188,19770,19770,19335,19335,19844,19844
6,13720,13720,13701,13701,17373,17373,14098,14098,17299,17299,18343,18343,36533,36533
5,17665,17665,13701,13701,17373,17373,14097,14097,17299,17299,18343,18343,36533,36533
4,17634,17634,17536,17536,10271,10271,16437,16437,17299,17299,18343,18343,15113,15113
3,17634,17634,17536,17536,15129,15129,17920,17920,27295,27295,18343,18343,17529,17529
2,17590,17590,17536,17536,17540,17540,17674,17674,17533,17533,16881,16881,17654,17654
1,17506,17506,17536,17536,17531,17531,17558,17558,17534,17534,17548,17548,17587,17587
0,17679,17679,17636,17636,17642,17642,17598,17598,17691,17691,17982,17982,17671,17671
