0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
16,11090,11090,7762,7762,14741,14741,14030,14030,18888,18888,14842,14842,15065,15065
15,11090,11090,7762,7762,14741,14741,14030,14030,18888,18888,14842,14842,15065,15065
14,11090,11090,7762,7762,14741,14741,14030,14030,18888,18888,14842,14842,15065,15065
13,11090,11090,7762,7762,14741,14741,14030,14030,18888,18888,14842,14842,15065,15065
12,11090,11090,7762,7762,14741,14741,14030,14030,18888,18888,14842,14842,19341,19341
11,11090,11090,7762,7762,14741,14741,14030,14030,18740,18740,22131,22131,19341,19341
10,11773,11773,7762,7762,14741,14741,18036,18036,12956,12956,22159,22159,17946,17946
9,11773,11773,7762,7762,14741,14741,8581,8581,12956,12956,22159,22159,17946,17946
8,11773,11773,19068,19068,7160,7160,14633,14633,12956,12956,22159,22159,18592,18592
7,11773,11773,19068,19068,15065,15065,15596,15596,12784,12784,22159,22159,15397,15397
6,17987,17987,19068,19068,17003,17003,15223,15223,14266,14266,19925,19925,18491,18491
5,15273,15273,19068,19068,15519,15519,17724,17724,18613,18613,20154,20154,19314,19314
4,17897,17897,13675,13675,16714,16714,16893,16893,18702,18702,19488,19488,19053,19053
3,10777,10777,17021,17021,17085,17085,16776,16776,17878,17878,18456,18456,17558,17558
2,17867,17867,17847,17847,17666,17666,17345,17345,17837,17837,17568,17568,17747,17747
1,17867,17867,17847,17847,17666,17666,17345,17345,17837,17837,17568,17568,17747,17747
0,17867,17867,17847,17847,17666,17666,17345,17345,17837,17837,17568,17568,17747,17747
