0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
16,15919,15919,11742,11742,13435,13435,12595,12595,12368,12368,15880,15880,14106,14106
15,15919,15919,11742,11742,13435,13435,12595,12595,12368,12368,15880,15880,14106,14106
14,15919,15919,11742,11742,13435,13435,12595,12595,12368,12368,15880,15880,14106,14106
13,15919,15919,11742,11742,13435,13435,12595,12595,12368,12368,15880,15880,14106,14106
12,13334,13334,11742,11742,13435,13435,14207,14207,12368,12368,20734,20734,14106,14106
11,21245,21245,11742,11742,13435,13435,14697,14697,16415,16415,14971,14971,14106,14106
10,21245,21245,11742,11742,13435,13435,15917,15917,16415,16415,14971,14971,14106,14106
9,21245,21245,11742,11742,16408,16408,15608,15608,16415,16415,15935,15935,15941,15941
8,21245,21245,11742,11742,16408,16408,15087,15087,13289,13289,15935,15935,14233,14233
7,16147,16147,11742,11742,16623,16623,16517,16517,14162,14162,18750,18750,17008,17008
6,15935,15935,11742,11742,15109,15109,15094,15094,15868,15868,17429,17429,17129,17129
5,15935,15935,12083,12083,14796,14796,15172,15172,16554,16554,17231,17231,17019,17019
4,9238,9238,12443,12443,14703,14703,16329,16329,14767,14767,17040,17040,15306,15306
3,15908,15908,15743,15743,15818,15818,15749,15749,15845,15845,15098,15098,16004,16004
2,16169,16169,15934,15934,16726,16726,16039,16039,15937,15937,15935,15935,16188,16188
1,15994,15994,15930,15930,15926,15926,15440,15440,15971,15971,15916,15916,15937,15937
0,15320,15320,15976,15976,15260,15260,15440,15440,15599,15599,15496,15496,15391,15391
