0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
16,2,2,0,1,0,2,47,14,1056,163,1465,2842,436,468
15,0,0,0,1,1,285,40,1,40,130,1427,2477,323,301
14,1,1,0,0,5,671,131,3,84,196,2585,3106,666,588
13,1,0,0,1,38,727,627,420,117,265,3955,4717,1412,1273
12,1,0,0,2,103,1522,1085,2365,241,93,5551,8867,2432,2385
11,5,1,0,0,232,1587,1185,3381,128,600,9252,11394,4591,3937
10,7,0,0,2,491,3091,2040,4723,167,2967,11498,12753,7807,5270
9,5,0,0,1,505,2335,1565,3684,136,2436,9563,9735,6398,4190
8,4,0,0,1,374,1641,1201,2557,99,1771,6979,6812,4675,3000
7,5,0,0,1,385,1718,1108,2341,98,1686,6663,6296,4501,2868
6,10,0,0,2,939,3617,2340,5036,218,3631,14172,13510,9928,6356
5,10,0,0,2,807,3154,2029,4527,193,3124,12504,12110,9015,5759
4,16,0,0,3,1491,4487,3100,6994,297,4801,18922,18667,13849,9024
3,19,0,0,3,1886,5074,3711,8469,341,5379,22465,22181,15748,10860
2,18,0,0,3,1681,4344,3187,7184,274,4304,18887,18856,12515,9111
1,17,0,0,3,1711,4136,3021,6971,254,4042,17645,17877,11301,8346
0,22,0,0,4,2239,5427,4038,9336,319,5295,23422,23111,13863,10631
