0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
16,2,2,0,1,0,1,5,31,1608,281,1135,1903,346,239
15,1,1,0,1,1,3,14,12,38,212,970,1866,237,213
14,1,1,0,1,0,4,38,7,83,153,1768,3078,398,364
13,0,0,0,1,1,461,84,3,104,288,3943,4978,729,662
12,1,1,0,0,7,1140,241,7,180,393,6113,5437,1379,1157
11,2,0,0,1,52,976,902,699,219,487,8179,7294,2596,2214
10,2,0,0,2,181,2160,1476,3436,382,153,9542,11861,3903,3633
9,9,1,0,0,518,2179,1472,4306,180,843,13412,13496,6391,5155
8,9,0,0,2,790,3455,2531,5387,210,3733,14702,14353,9850,6319
7,7,0,0,1,639,2852,1842,3886,161,2804,11063,10452,7470,4762
6,5,0,0,1,478,1846,1194,2570,110,1851,7231,6891,5065,3242
5,5,0,0,1,418,1630,1046,2340,101,1613,6461,6258,4659,2975
4,11,0,0,2,1046,3147,2174,4908,208,3369,13276,13097,9715,6332
3,10,0,0,2,948,2551,1866,4257,170,2704,11292,11149,7915,5460
2,16,0,0,3,1475,3813,2797,6304,241,3778,16578,16551,10986,7996
1,19,0,0,3,1918,4637,3387,7816,284,4532,19787,20045,12672,9358
0,17,0,0,3,1688,4090,3043,7036,240,3990,17650,17416,10447,8012
